system:index,EVI,NDVI,name,.geo
2019_02_02_00000000000000000004,3504,5060,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_02_02_00000000000000000005,3216,4745,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_02_18_00000000000000000000,2956,4367,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_02_18_00000000000000000001,2956,4367,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_02_18_00000000000000000002,3217,4730,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_02_18_00000000000000000003,3106,4960,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_02_18_00000000000000000004,3416,5429,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_02_18_00000000000000000005,2618,4142,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_03_06_00000000000000000000,2567,4076,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_03_06_00000000000000000001,2567,4076,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_03_06_00000000000000000002,3091,4756,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_03_06_00000000000000000003,3228,5059,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_03_06_00000000000000000004,3701,5711,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_03_06_00000000000000000005,2787,4295,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_03_22_00000000000000000000,2781,4485,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_03_22_00000000000000000001,2781,4485,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_03_22_00000000000000000002,2875,4654,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_03_22_00000000000000000003,3403,5447,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_03_22_00000000000000000004,3333,5372,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_03_22_00000000000000000005,2583,4002,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_04_07_00000000000000000000,2743,4865,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_04_07_00000000000000000001,2743,4865,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_04_07_00000000000000000002,2561,4468,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_04_07_00000000000000000003,3565,5543,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_04_07_00000000000000000004,3356,5301,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_04_07_00000000000000000005,2793,4394,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_04_23_00000000000000000000,2563,4901,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_04_23_00000000000000000001,2563,4901,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_04_23_00000000000000000002,2652,5160,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_04_23_00000000000000000003,3554,6172,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_04_23_00000000000000000004,3554,6172,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_04_23_00000000000000000005,3004,5497,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_05_09_00000000000000000000,2781,4496,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_05_09_00000000000000000001,2781,4496,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_05_09_00000000000000000002,3232,5108,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_05_09_00000000000000000003,3644,5757,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_05_09_00000000000000000004,4109,6259,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_05_09_00000000000000000005,3096,4879,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_05_25_00000000000000000000,2933,4640,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_05_25_00000000000000000001,2933,4640,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_05_25_00000000000000000002,3032,4846,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_05_25_00000000000000000003,3676,5342,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_05_25_00000000000000000004,3447,5157,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_05_25_00000000000000000005,2950,4868,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_06_10_00000000000000000000,2997,4549,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_06_10_00000000000000000001,2997,4549,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_06_10_00000000000000000002,3278,4779,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_06_10_00000000000000000003,3377,5198,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_06_10_00000000000000000004,3433,5284,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_06_10_00000000000000000005,2450,3822,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_06_26_00000000000000000000,2806,4391,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_06_26_00000000000000000001,2806,4391,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_06_26_00000000000000000002,2846,4522,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_06_26_00000000000000000003,3164,4662,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_06_26_00000000000000000004,3030,4560,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_06_26_00000000000000000005,2270,3774,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_07_12_00000000000000000000,2394,3640,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_07_12_00000000000000000001,2394,3640,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_07_12_00000000000000000002,2904,4270,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_07_12_00000000000000000003,2902,4201,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_07_12_00000000000000000004,2739,4032,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_07_12_00000000000000000005,1755,2709,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_07_28_00000000000000000000,2437,3569,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_07_28_00000000000000000001,2437,3569,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_07_28_00000000000000000002,2873,4112,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_07_28_00000000000000000003,2886,4254,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_07_28_00000000000000000004,3307,4750,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_07_28_00000000000000000005,2375,3480,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_08_13_00000000000000000000,2450,4114,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_08_13_00000000000000000001,2450,4114,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_08_13_00000000000000000002,2700,4437,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_08_13_00000000000000000003,2965,4575,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_08_13_00000000000000000004,3127,4863,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_08_13_00000000000000000005,2756,4047,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_08_29_00000000000000000000,2620,4508,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_08_29_00000000000000000001,2620,4508,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_08_29_00000000000000000002,2816,4739,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_08_29_00000000000000000003,3102,5200,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_08_29_00000000000000000004,3302,5565,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_08_29_00000000000000000005,2562,4614,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_09_14_00000000000000000000,2964,4844,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_09_14_00000000000000000001,2964,4844,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_09_14_00000000000000000002,3134,4985,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_09_14_00000000000000000003,3103,5466,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_09_14_00000000000000000004,3061,5360,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_09_14_00000000000000000005,2747,4230,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_09_30_00000000000000000000,2740,4228,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_09_30_00000000000000000001,2740,4228,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_09_30_00000000000000000002,3076,4664,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_09_30_00000000000000000003,2694,4099,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_09_30_00000000000000000004,3025,4497,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_09_30_00000000000000000005,2475,3724,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_10_16_00000000000000000000,3332,5004,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_10_16_00000000000000000001,3332,5004,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_10_16_00000000000000000002,3680,5318,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_10_16_00000000000000000003,2966,4724,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_10_16_00000000000000000004,2966,4724,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_10_16_00000000000000000005,2056,3346,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_11_01_00000000000000000000,2447,3874,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_11_01_00000000000000000001,2447,3874,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_11_01_00000000000000000002,3347,5020,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_11_01_00000000000000000003,2544,3991,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_11_01_00000000000000000004,3185,4744,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_11_01_00000000000000000005,2776,4095,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_11_17_00000000000000000000,3166,5015,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_11_17_00000000000000000001,3166,5015,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_11_17_00000000000000000002,3166,5015,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_11_17_00000000000000000003,2904,4473,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_11_17_00000000000000000004,2866,4550,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_11_17_00000000000000000005,2365,3469,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_12_03_00000000000000000000,3010,5048,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_12_03_00000000000000000001,3010,5048,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_12_03_00000000000000000002,3348,5104,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_12_03_00000000000000000003,3461,5526,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_12_03_00000000000000000004,3163,5119,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_12_03_00000000000000000005,2879,4785,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2019_12_19_00000000000000000000,3156,5006,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2019_12_19_00000000000000000001,3156,5006,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2019_12_19_00000000000000000002,3156,5006,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2019_12_19_00000000000000000003,3049,5400,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2019_12_19_00000000000000000004,2998,5360,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2019_12_19_00000000000000000005,2406,3910,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_01_01_00000000000000000000,2944,4479,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_01_01_00000000000000000001,2944,4479,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_01_01_00000000000000000002,3109,4902,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_01_01_00000000000000000003,3436,5380,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_01_01_00000000000000000004,3408,5449,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_01_01_00000000000000000005,2406,3910,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_01_17_00000000000000000000,2854,6242,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_01_17_00000000000000000001,2854,6242,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_01_17_00000000000000000002,2375,4780,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_01_17_00000000000000000003,3422,5791,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_01_17_00000000000000000004,3422,5791,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_01_17_00000000000000000005,2480,4251,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_02_02_00000000000000000000,2614,4773,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_02_02_00000000000000000001,2614,4773,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_02_02_00000000000000000002,2614,4773,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_02_02_00000000000000000003,3181,5509,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_02_02_00000000000000000004,3082,5275,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_02_02_00000000000000000005,2470,4834,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_02_18_00000000000000000000,2725,4204,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_02_18_00000000000000000001,2725,4204,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_02_18_00000000000000000002,3271,4918,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_02_18_00000000000000000003,2955,4972,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_02_18_00000000000000000004,2974,5124,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_02_18_00000000000000000005,2688,4352,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_03_05_00000000000000000000,2721,4240,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_03_05_00000000000000000001,2721,4240,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_03_05_00000000000000000002,2834,4540,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_03_05_00000000000000000003,3240,5483,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_03_05_00000000000000000004,3157,5420,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_03_05_00000000000000000005,2891,4595,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_03_21_00000000000000000000,2289,4154,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_03_21_00000000000000000001,2289,4154,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_03_21_00000000000000000002,2130,3913,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_03_21_00000000000000000003,4573,7284,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_03_21_00000000000000000004,3557,5675,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_03_21_00000000000000000005,2604,4518,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_04_06_00000000000000000000,1659,2388,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_04_06_00000000000000000001,1659,2388,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_04_06_00000000000000000002,1925,2673,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_04_06_00000000000000000003,1939,3155,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_04_06_00000000000000000004,1201,1954,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_04_06_00000000000000000005,1407,2291,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_04_22_00000000000000000000,3463,5363,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_04_22_00000000000000000001,3463,5363,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_04_22_00000000000000000002,3073,5102,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_04_22_00000000000000000003,3862,6282,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_04_22_00000000000000000004,3716,6083,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_04_22_00000000000000000005,3010,4987,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_05_08_00000000000000000000,3564,5377,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_05_08_00000000000000000001,3564,5377,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_05_08_00000000000000000002,3805,5619,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_05_08_00000000000000000003,4041,5983,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_05_08_00000000000000000004,4039,5956,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_05_08_00000000000000000005,2913,4898,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_05_24_00000000000000000000,3305,5101,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_05_24_00000000000000000001,3305,5101,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_05_24_00000000000000000002,3305,5101,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_05_24_00000000000000000003,4531,6451,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_05_24_00000000000000000004,4008,6388,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_05_24_00000000000000000005,3081,5176,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_06_09_00000000000000000000,3100,4736,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_06_09_00000000000000000001,3100,4736,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_06_09_00000000000000000002,3684,5504,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_06_09_00000000000000000003,3612,5491,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_06_09_00000000000000000004,3792,5684,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_06_09_00000000000000000005,3094,5135,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_06_25_00000000000000000000,2761,4389,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_06_25_00000000000000000001,2761,4389,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_06_25_00000000000000000002,3421,5264,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_06_25_00000000000000000003,3329,5198,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_06_25_00000000000000000004,3181,5034,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_06_25_00000000000000000005,2961,4622,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_07_11_00000000000000000000,3084,4852,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_07_11_00000000000000000001,3084,4852,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_07_11_00000000000000000002,2952,4748,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_07_11_00000000000000000003,3034,4882,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_07_11_00000000000000000004,3034,4882,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_07_11_00000000000000000005,2238,3693,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_07_27_00000000000000000000,2719,4268,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_07_27_00000000000000000001,2719,4268,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_07_27_00000000000000000002,2968,4562,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_07_27_00000000000000000003,2720,4347,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_07_27_00000000000000000004,2807,4550,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2020_07_27_00000000000000000005,2202,3546,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2020_08_12_00000000000000000000,2729,4304,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2020_08_12_00000000000000000001,2729,4304,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2020_08_12_00000000000000000002,2865,4576,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2020_08_12_00000000000000000003,2791,4138,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2020_08_12_00000000000000000004,3550,4939,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
