system:index,EVI,NDVI,name,.geo
2000_02_18_00000000000000000000,2562,4163,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_02_18_00000000000000000001,2562,4163,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_02_18_00000000000000000002,2562,4163,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_02_18_00000000000000000003,2706,4526,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_02_18_00000000000000000004,3064,4887,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_02_18_00000000000000000005,2599,4043,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_03_05_00000000000000000000,2511,4562,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_03_05_00000000000000000001,2511,4562,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_03_05_00000000000000000002,2384,4254,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_03_05_00000000000000000003,2755,5313,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_03_05_00000000000000000004,2790,5272,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_03_05_00000000000000000005,2379,4384,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_03_21_00000000000000000000,2175,3690,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_03_21_00000000000000000001,2175,3690,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_03_21_00000000000000000002,2190,3717,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_03_21_00000000000000000003,2936,5423,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_03_21_00000000000000000004,2765,5062,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_03_21_00000000000000000005,2522,4296,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_04_06_00000000000000000000,2877,5463,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_04_06_00000000000000000001,2877,5463,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_04_06_00000000000000000002,2389,4450,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_04_06_00000000000000000003,3272,6057,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_04_06_00000000000000000004,3272,6057,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_04_06_00000000000000000005,2543,4493,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_04_22_00000000000000000000,2904,4955,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_04_22_00000000000000000001,2904,4955,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_04_22_00000000000000000002,2376,4437,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_04_22_00000000000000000003,3385,6041,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_04_22_00000000000000000004,3385,6041,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_04_22_00000000000000000005,2809,4827,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_05_08_00000000000000000000,3479,5972,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_05_08_00000000000000000001,3479,5972,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_05_08_00000000000000000002,3482,5659,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_05_08_00000000000000000003,3281,5863,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_05_08_00000000000000000004,4066,6727,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_05_08_00000000000000000005,2661,4502,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_05_24_00000000000000000000,3553,5504,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_05_24_00000000000000000001,3553,5504,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_05_24_00000000000000000002,2813,4911,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_05_24_00000000000000000003,3798,6395,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_05_24_00000000000000000004,3798,6395,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_05_24_00000000000000000005,3324,5405,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_06_09_00000000000000000000,2781,4354,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_06_09_00000000000000000001,2781,4354,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_06_09_00000000000000000002,3062,4697,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_06_09_00000000000000000003,3863,5968,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_06_09_00000000000000000004,4433,6595,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_06_09_00000000000000000005,3359,5114,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_06_25_00000000000000000000,2901,4362,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_06_25_00000000000000000001,2901,4362,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_06_25_00000000000000000002,2901,4362,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_06_25_00000000000000000003,3340,5522,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_06_25_00000000000000000004,3078,5096,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_06_25_00000000000000000005,2217,3728,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_07_11_00000000000000000000,2746,4074,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_07_11_00000000000000000001,2746,4074,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_07_11_00000000000000000002,2691,4020,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_07_11_00000000000000000003,3584,5406,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_07_11_00000000000000000004,3298,4958,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_07_11_00000000000000000005,2052,3217,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_07_27_00000000000000000000,2315,3618,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_07_27_00000000000000000001,2315,3618,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_07_27_00000000000000000002,2665,4213,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_07_27_00000000000000000003,3077,4787,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_07_27_00000000000000000004,3077,4787,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_07_27_00000000000000000005,2363,3637,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_08_12_00000000000000000000,2287,3606,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_08_12_00000000000000000001,2287,3606,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_08_12_00000000000000000002,2524,3967,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_08_12_00000000000000000003,3203,5210,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_08_12_00000000000000000004,3003,4821,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_08_12_00000000000000000005,1700,2900,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_08_28_00000000000000000000,2574,3833,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_08_28_00000000000000000001,2574,3833,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_08_28_00000000000000000002,2491,3906,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_08_28_00000000000000000003,3041,4737,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_08_28_00000000000000000004,2990,4519,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_08_28_00000000000000000005,1846,2971,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_09_13_00000000000000000000,2546,3923,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_09_13_00000000000000000001,2546,3923,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_09_13_00000000000000000002,2546,3923,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_09_13_00000000000000000003,3213,5086,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_09_13_00000000000000000004,3062,4743,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_09_13_00000000000000000005,1782,2903,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_09_29_00000000000000000000,2565,3894,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_09_29_00000000000000000001,2565,3894,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_09_29_00000000000000000002,2589,4072,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_09_29_00000000000000000003,3441,5395,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_09_29_00000000000000000004,3195,4889,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_09_29_00000000000000000005,1894,3034,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_10_15_00000000000000000000,2183,3467,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_10_15_00000000000000000001,2183,3467,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_10_15_00000000000000000002,2717,4181,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_10_15_00000000000000000003,3391,5475,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_10_15_00000000000000000004,3149,5021,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_10_15_00000000000000000005,2327,3728,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_10_31_00000000000000000000,2261,3696,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_10_31_00000000000000000001,2261,3696,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_10_31_00000000000000000002,2720,4325,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_10_31_00000000000000000003,3343,5456,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_10_31_00000000000000000004,3343,5456,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_10_31_00000000000000000005,2766,4473,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_11_16_00000000000000000000,2579,4277,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_11_16_00000000000000000001,2579,4277,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_11_16_00000000000000000002,2351,3974,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_11_16_00000000000000000003,3425,5974,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_11_16_00000000000000000004,3204,5312,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_11_16_00000000000000000005,2663,4248,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_12_02_00000000000000000000,2535,4222,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_12_02_00000000000000000001,2535,4222,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_12_02_00000000000000000002,2352,3997,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_12_02_00000000000000000003,3285,5699,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_12_02_00000000000000000004,3285,5699,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_12_02_00000000000000000005,2736,4433,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2000_12_18_00000000000000000000,2946,4354,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2000_12_18_00000000000000000001,2946,4354,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2000_12_18_00000000000000000002,2697,4088,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2000_12_18_00000000000000000003,3973,6219,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2000_12_18_00000000000000000004,3608,5664,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2000_12_18_00000000000000000005,2636,4222,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_01_01_00000000000000000000,2636,3593,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_01_01_00000000000000000001,2636,3593,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_01_01_00000000000000000002,2698,3528,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_01_01_00000000000000000003,3973,6219,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_01_01_00000000000000000004,3608,5664,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_01_01_00000000000000000005,2636,4222,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_01_17_00000000000000000000,1404,1343,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_01_17_00000000000000000001,1404,1343,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_01_17_00000000000000000002,1404,1343,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_01_17_00000000000000000003,2658,2626,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_01_17_00000000000000000004,2482,2446,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_01_17_00000000000000000005,2497,4869,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_02_02_00000000000000000000,2814,3283,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_02_02_00000000000000000001,2814,3283,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_02_02_00000000000000000002,1922,1957,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_02_02_00000000000000000003,3127,6192,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_02_02_00000000000000000004,2736,5450,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_02_02_00000000000000000005,2678,4827,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_02_18_00000000000000000000,3053,4324,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_02_18_00000000000000000001,3053,4324,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_02_18_00000000000000000002,2579,3482,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_02_18_00000000000000000003,2952,5568,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_02_18_00000000000000000004,2859,5438,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_02_18_00000000000000000005,2440,4223,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_03_06_00000000000000000000,2232,4162,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_03_06_00000000000000000001,2232,4162,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_03_06_00000000000000000002,1523,2770,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_03_06_00000000000000000003,3318,6634,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_03_06_00000000000000000004,3164,6166,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_03_06_00000000000000000005,2761,4890,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_03_22_00000000000000000000,2882,5484,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_03_22_00000000000000000001,2882,5484,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_03_22_00000000000000000002,2702,5090,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_03_22_00000000000000000003,3592,6103,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_03_22_00000000000000000004,3615,6039,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_03_22_00000000000000000005,2017,4147,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_04_07_00000000000000000000,2965,4525,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_04_07_00000000000000000001,2965,4525,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_04_07_00000000000000000002,2495,4105,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_04_07_00000000000000000003,3741,6108,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_04_07_00000000000000000004,3473,5604,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_04_07_00000000000000000005,2588,4282,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_04_23_00000000000000000000,2717,3785,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_04_23_00000000000000000001,2717,3785,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_04_23_00000000000000000002,3084,4200,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_04_23_00000000000000000003,3447,6820,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_04_23_00000000000000000004,3509,6772,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_04_23_00000000000000000005,2702,5337,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_05_09_00000000000000000000,3431,6049,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_05_09_00000000000000000001,3431,6049,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_05_09_00000000000000000002,3407,5866,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_05_09_00000000000000000003,3735,6934,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_05_09_00000000000000000004,3542,6540,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_05_09_00000000000000000005,3080,5855,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_05_25_00000000000000000000,2768,4614,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_05_25_00000000000000000001,2768,4614,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_05_25_00000000000000000002,2996,4830,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_05_25_00000000000000000003,3467,5908,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_05_25_00000000000000000004,4449,6826,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_05_25_00000000000000000005,2692,4574,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_06_10_00000000000000000000,3216,5329,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_06_10_00000000000000000001,3216,5329,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_06_10_00000000000000000002,3257,5471,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_06_10_00000000000000000003,3566,6023,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_06_10_00000000000000000004,3566,6023,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_06_10_00000000000000000005,2296,4274,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_06_26_00000000000000000000,2307,3439,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_06_26_00000000000000000001,2307,3439,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_06_26_00000000000000000002,2807,4068,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_06_26_00000000000000000003,3601,5265,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_06_26_00000000000000000004,3280,4868,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_06_26_00000000000000000005,2304,3565,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_07_12_00000000000000000000,2512,3898,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_07_12_00000000000000000001,2512,3898,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_07_12_00000000000000000002,2938,4426,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_07_12_00000000000000000003,3215,5247,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_07_12_00000000000000000004,3417,5485,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_07_12_00000000000000000005,1880,3164,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_07_28_00000000000000000000,2364,3850,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_07_28_00000000000000000001,2364,3850,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_07_28_00000000000000000002,2479,3963,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_07_28_00000000000000000003,3402,5412,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_07_28_00000000000000000004,3499,5300,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_07_28_00000000000000000005,2026,3344,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_08_13_00000000000000000000,2262,3515,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
2001_08_13_00000000000000000001,2262,3515,LJN2,"{""type"":""Point"",""coordinates"":[-3.4618008073374402,36.9686811620121]}"
2001_08_13_00000000000000000002,2563,3890,LJN3,"{""type"":""Point"",""coordinates"":[-3.4608421006109498,36.97031765209871]}"
2001_08_13_00000000000000000003,3023,4760,LJQ1,"{""type"":""Point"",""coordinates"":[-3.462710463952343,36.95780541454274]}"
2001_08_13_00000000000000000004,3019,4785,LJQ2,"{""type"":""Point"",""coordinates"":[-3.4645297771821486,36.9562090563656]}"
2001_08_13_00000000000000000005,1913,3071,LJQ3,"{""type"":""Point"",""coordinates"":[-3.468351226784952,36.95300742180923]}"
2001_08_29_00000000000000000000,2300,3721,LJN1,"{""type"":""Point"",""coordinates"":[-3.4623715722722817,36.96799000134881]}"
