date,prec,tmin,tmax,tmed
2014-01-31,0.198,-4.482,3.23,-1.0559027777777779
2014-02-01,1.584,-26.35,3.942,-7.971576388888889
2014-02-02,0,-15.67,0.506,-5.423541666666667
2014-02-03,0,-3.261,0.878,-1.0705135135135135
2014-02-13,0,8.97,12.99,10.627142857142857
2014-02-14,0,5.715,14.4,10.152652777777778
2014-02-15,0,3.441,12.06,7.185944444444444
2014-02-16,1.3,1.725,8.41,4.378902777777777
2014-02-17,0,1.827,10.06,5.209576388888889
2014-02-18,2.8000000000000003,0.027,5.24,2.702875
2014-02-19,0.6000000000000001,-0.91,8.63,2.681604166666667
2014-02-20,0,-0.74,13.45,7.321097222222222
2014-02-21,0,0.652,10.61,6.489402777777777
2014-02-22,0,-3.037,6.446,1.351388888888889
2014-02-23,0,-0.503,10.23,5.405694444444444
2014-02-24,7.800000000000001,-2.279,3.838,0.8155972222222222
2014-02-25,0.30000000000000004,-2.922,6.92,2.555638888888889
2014-02-26,0,-1.776,8.02,4.411444444444444
2014-02-27,0,-2.274,6.396,1.8889097222222222
2014-02-28,24.7,1.47,11.94,7.400618055555555
2014-03-01,73.6,3.866,7.345,5.377131944444445
2014-03-02,15.4,4.782,13.43,8.241395833333334
2014-03-03,29.6,1.594,8.6,5.296965277777778
2014-03-04,0.6000000000000001,0.709,9.97,6.448409722222222
2014-03-05,0,2.76,14.25,6.652666666666667
2014-03-06,0,0.597,11.38,5.752430555555556
2014-03-07,0,0.711,6.582,3.8181458333333333
2014-03-08,0,2.234,14.43,8.689930555555556
2014-03-09,0,-0.197,11.22,5.95244055944056
2014-03-10,0,-0.061,8.36,4.591729166666667
2014-03-11,0,1.091,10.98,5.394145833333333
2014-03-12,0,-1.861,5.331,1.6157569444444444
2014-03-13,0.2,-2.541,4.383,0.7654305555555555
2014-03-14,1.6,-2.71,3.475,0.6068541666666667
2014-03-15,0,-1.216,10.47,4.01
2014-03-16,0,2.166,13.69,7.860673611111111
2014-03-17,0,4.765,14.13,9.009319444444445
2014-03-18,0,5.07,15.86,9.8611458333333335
2014-03-19,0,5.036,12.2,7.8596458333333334
2014-03-20,1.3,3.314,11.76,6.268965277777777
2014-03-21,0,2.709,12.43,7.247972222222222
2014-03-22,0,4.392,14.29,9.0358680555555555
2014-03-23,0,2.472,13.35,8.18025
2014-03-24,5.8,-0.312,14.71,7.441916666666667
2014-03-25,19.9,0.532,13.59,7.908375
2014-03-26,3.5,-3.525,6.985,1.1241944444444445
2014-03-27,0,-3.105,7.939,1.3599652777777778
2014-03-28,0,-0.002,10.23,5.44025
2014-03-29,3.9000000000000004,-1.195,6.462,2.400777777777778
2014-03-30,0,-2.399,8.36,2.9689236111111112
2014-03-31,0.6,2.903,11.25,7.3365
2014-04-01,0,4.799,12.2,8.998909722222223
2014-04-02,14.200000000000001,0.298,8.79,3.8461805555555557
2014-04-03,2.9000000000000004,0.638,5.155,2.5207083333333333
2014-04-04,0.2,1.412,11.35,6.707361111111111
2014-04-05,0,5.308,15.24,10.034902777777777
2014-04-06,0,5.953,16.63,10.993270833333334
2014-04-07,0,7.785,17.27,12.610534722222223
2014-04-08,0,9.97,19.34,14.508055555555556
2014-04-09,0,9.91,20.48,14.038194444444445
2014-04-10,0,11.4,19.67,15.48611111111111
2014-04-11,0,12.95,21.6,15.968402777777778
2014-04-12,0,6.123,18.9,13.811833333333333
2014-04-13,0,5.07,15.62,9.717545454545455
2014-04-14,0,7.038,14.6,10.4488125
2014-04-15,0,7.752,17.32,12.380216783216783
2014-04-16,0,9.64,18.22,13.09763888888889
2014-04-17,0,9.7,18.76,13.836736111111112
2014-04-18,0,9.33,20.87,14.606666666666667
2014-04-19,0,7.803,18.4,12.70111111111111
2014-04-20,7,3.577,9.91,5.788972222222222
2014-04-21,20.7,2.185,6.666,4.455166666666667
2014-04-22,0,2.404,12.91,7.539576388888889
2014-04-23,0,4.396,14.91,9.491291666666667
2014-04-24,1.6,2.868,15.89,9.828270833333333
2014-04-25,0,2.505,12.34,7.957208333333333
2014-04-26,0,6.156,16.6,11.279468531468531
2014-04-27,0,9,18.7,13.910208333333333
2014-04-28,0,8.16,18.9,13.488333333333333
2014-04-29,0,9.26,21.1,15.381527777777778
2014-04-30,0,9.8,19.72,14.661458333333334
2014-05-01,0,9.47,19.78,14.268055555555556
2014-05-02,0,8.53,20.29,14.584513888888889
2014-05-03,0,5.851,16.16,11.078180555555555
2014-05-04,0,7.412,18.12,12.032805555555555
2014-05-05,0,8.26,19,13.737430555555555
2014-05-06,0,10.02,20.43,15.290833333333333
2014-05-07,0,12.21,22.79,17.625555555555554
2014-05-08,0,11.5,21.27,15.932222222222222
2014-05-09,0,11.54,19.31,14.839930555555556
2014-05-10,0,10.99,22.39,16.647152777777777
2014-05-11,0,12.89,23.99,18.349097222222223
2014-05-12,0,12.18,23,17.934166666666666
2014-05-13,0,8.91,25.17,16.929791666666667
2014-05-14,0.1,7.65,16.61,12.055423611111111
2014-05-15,0,9.38,16.61,12.83388888888889
2014-05-16,0,7.344,16.71,11.628618055555556
2014-05-17,0,4.799,14.17,9.349381944444444
2014-05-18,0.1,2.539,13.09,7.325104166666667
2014-05-19,0,5.953,16.64,11.474569444444445
2014-05-20,1.082,5.681,14.77,10.003409722222223
2014-05-21,5.586,4.358,8.55,5.995298611111111
2014-05-22,0,3.656,14.71,7.440277777777778
2014-05-23,0,2.607,15.22,9.191333333333333
2014-05-24,0,3.32,11.02,7.1788125
2014-05-25,0,1.997,14.37,7.717138888888889
2014-05-26,0,5.817,16.44,11.270902777777778
2014-05-27,0,5.621,16.23,10.554555555555556
2014-05-28,0,5.987,15.59,10.280381944444445
2014-05-29,0,4.135,18.47,11.585201388888889
2014-05-30,0,7.819,20.44,13.702256944444445
2014-05-31,12.74,5.366,13.94,9.388097222222223
2014-06-01,8.134,2.996,9.91,6.376361111111111
2014-06-02,0,4.978,15.49,10.424034722222222
2014-06-03,0,8.09,19.08,14.223611111111111
2014-06-04,0,11.3,22.39,15.915
2014-06-05,0,11.94,22.19,16.857569444444444
2014-06-06,0,12.34,22.43,17.349444444444444
2014-06-07,0,11.6,23.28,17.261180555555555
2014-06-08,0,11.25,22.97,17.22652777777778
2014-06-09,0,12.18,23.28,17.614097222222224
2014-06-10,0,12.25,21.21,16.442916666666665
2014-06-11,0,11.87,21.15,16.30951048951049
2014-06-12,0,12.26,21.49,16.585208333333334
2014-06-13,0,12.02,23.72,17.717291666666668
2014-06-14,0.098,14.42,25.24,19.79076388888889
2014-06-15,0,10.13,24.4,19.181666666666665
2014-06-16,0,8.33,17.23,12.347013888888888
2014-06-17,0,8.67,18.1,13.19763888888889
2014-06-18,0,10.09,21.73,15.734335664335664
2014-06-19,0,11.62,21.93,16.240979020979022
2014-06-20,0,11.27,20.17,15.078055555555556
2014-06-21,0,9.69,21.59,15.539305555555556
2014-06-22,0.588,9.69,17.95,13.3475
2014-06-23,0,10.26,19.96,14.688541666666667
2014-06-24,0.29400000000000004,7.039,12.96,9.90820138888889
2014-06-25,0,5.628,17.87,11.039548611111112
2014-06-26,0,7.684,19.9,14.294006944444444
2014-06-27,0,12.93,23.08,17.401666666666667
2014-06-28,0,12.54,24.64,19.436458333333334
2014-06-29,0,12.44,22.72,18.277638888888887
2014-06-30,0,12.1,22.54,16.952916666666667
2014-07-01,0,12.47,22.27,17.273194444444446
2014-07-02,0,7.858,19.26,13.484222222222222
2014-07-03,0,6.877,17.63,12.190104166666666
2014-07-04,0,7.854,21.76,15.169402777777778
2014-07-05,0,12.1,22.57,17.298472222222223
2014-07-06,0,9.75,20.91,15.490625
2014-07-07,0,10.23,21.62,16.285208333333333
2014-07-08,0,11.93,23.39,17.755555555555556
2014-07-09,0,12.91,22.95,18.33416666666667
2014-07-10,0,13.42,23.22,17.649930555555557
2014-07-11,0,13.45,24.88,19.45076388888889
2014-07-12,0,13.59,24.68,19.46638888888889
2014-07-13,0,12.64,24.44,18.616180555555555
2014-07-14,0,13.96,26.88,20.15451388888889
2014-07-15,0,13.79,26.54,19.91263888888889
2014-07-16,0,15.8,27.32,21.588333333333335
2014-07-17,0,17.37,29.21,23.460069444444443
2014-07-18,0,19.81,23.2,21.775135135135134
2014-07-20,0,12.57,23.09,18.180751879699248
2014-07-21,0,11.62,22.65,17.093263888888888
2014-07-22,0,12.81,25.32,18.819305555555555
2014-07-23,0,15.48,27.25,21.13347222222222
2014-07-24,0,15.49,26.88,20.963819444444443
2014-07-25,0,14.37,27.36,20.220694444444444
2014-07-26,0,14.27,25.16,19.358333333333334
2014-07-27,0,15.08,26.38,20.918472222222224
2014-07-28,0,16.1,27.19,21.5225
2014-07-29,0,13.18,24.72,19.049444444444443
2014-07-30,3.234,12.06,23.84,17.771944444444443
2014-07-31,0,15.25,24.72,19.685277777777777
2014-08-01,0,13.35,24.93,19.335486111111113
2014-08-02,0,12.37,23.13,16.892708333333335
2014-08-03,0,11.69,25.77,17.835694444444446
2014-08-04,0,15.22,25.98,20.557083333333335
2014-08-05,0,13.62,26.21,19.570138888888888
2014-08-06,0,13.76,25.4,19.595972222222223
2014-08-07,0,15.83,27.37,20.940625
2014-08-08,0,15.46,27.47,20.89784722222222
2014-08-09,0,14.95,27.47,21.088194444444444
2014-08-10,0,15.69,28.72,22.674305555555556
2014-08-11,0,16.03,28.22,21.899583333333332
2014-08-12,0,14.74,26.72,20.557708333333334
2014-08-13,0,15.62,28.11,21.610416666666666
2014-08-14,0,12.16,23.13,17.615833333333335
2014-08-15,0,11.65,20.83,16.217708333333334
2014-08-16,0,12.64,20.42,15.784513888888888
2014-08-17,0,11.42,22.69,17.833761467889907
2014-08-18,0,19.01,26.28,23.52550724637681
2014-08-19,0,-40,25.5,22.079444444444444
2014-08-20,0,18.2,25.33,22.911
2014-08-21,0,16.81,24.62,22.039677419354838
2014-08-22,0,16.91,25.09,22.16972972972973
2014-08-23,0,13.15,22.45,19.14025641025641
2014-08-24,0,12.98,23.98,19.7135
2014-08-25,0,16.18,24.25,20.400526315789474
2014-08-26,0,15.73,27.71,22.20777777777778
2014-08-27,0,20,26.79,23.663333333333334
2014-08-28,0,19.79,25.37,22.232777777777777
2014-08-29,0,19.57,26.93,22.352
2014-08-30,0,15.94,24.18,21.505454545454544
2014-08-31,0,16.34,22.72,20.106363636363636
2014-09-01,0,16.81,26.93,23.795555555555556
2014-09-02,0,18.24,27.1,22.44684210526316
2014-09-03,0,21.01,27.06,23.35611111111111
2014-09-04,0,19.73,26.18,24.026944444444446
2014-09-05,0,17.8,24.76,21.365000000000002
2014-09-06,0,15.9,22.82,19.93764705882353
2014-09-07,0,14,23.5,20.414324324324326
2014-09-08,0,13.86,22.82,20.42457142857143
2014-09-09,0,14,23.03,20.141764705882352
2014-09-10,0,13.22,22.25,19.685769230769232
2014-09-11,0,13.11,21.36,18.414146341463415
2014-09-12,0,12.61,21.23,17.71
2014-09-13,0,14.61,22.92,20.09923076923077
2014-09-14,0,16.83,22.55,20.73103448275862
2014-09-15,0,13.2,22.25,19.91949152542373
2014-09-16,0,14.63,21.91,18.35875
2014-09-17,0,11.35,18.12,12.731052631578947
2014-09-18,0,-40,16.35,11.816363636363636
2014-09-19,0,12.06,17.95,14.89084745762712
2014-09-20,0,14.17,20.35,17.54408163265306
2014-09-21,0,12.74,18.9,16.07597014925373
2014-09-22,0.6859999999999999,10.64,17.56,14.599729729729729
2014-09-23,0,8.44,16.96,12.106266666666667
2014-09-24,0,8.1,17.74,12.763986013986013
2014-09-25,0,6.546,15.18,10.232034722222222
2014-09-26,5.292,6.308,18.96,11.191743055555555
2014-09-27,5.292,8.74,13.45,11.18923611111111
2014-09-28,0.686,9.35,14.35,11.243333333333334
2014-09-29,1.764,8.78,14.74,10.967638888888889
2014-09-30,0,8.1,17.67,13.228680555555556
2014-10-01,0.196,11.01,19.63,14.7
2014-10-02,0.196,10.06,19.3,14.09
2014-10-03,0,8.47,17.23,11.934236111111112
2014-10-04,0,8.5,18.9,12.456319444444444
2014-10-05,4.1160000000000005,8.74,20.25,13.089027777777778
2014-10-06,0,7.386,17.26,12.135041666666666
2014-10-07,0,9.01,20.35,14.365902777777778
2014-10-08,0,11.38,20.65,15.811944444444444
2014-10-09,0,10.4,20.28,15.139861111111111
2014-10-10,2.94,10.38,18.18,13.290000000000001
2014-10-11,3.136,9.28,16.97,12.295555555555556
2014-10-12,7.448,5.934,10.23,7.790479166666667
2014-10-13,0,5.629,11.92,7.795222222222222
2014-10-14,17.444,3.573,9.18,6.1788125
2014-10-15,0,3.199,16.75,10.4729375
2014-10-16,0,9.89,21.23,15.711388888888889
2014-10-17,0,10.4,21.16,15.542847222222223
2014-10-18,0,12.54,21.94,16.83076388888889
2014-10-19,0,14.84,22.08,17.790208333333332
2014-10-20,0,12.23,22.45,17.259722222222223
2014-10-21,0,12.81,24.31,17.294097222222224
2014-10-22,0,9.55,23.19,16.327638888888888
2014-10-23,0,8.47,18.59,12.98638888888889
2014-10-24,0,8.64,19.3,13.096944444444444
2014-10-25,0,8.24,18.45,12.994375
2014-10-26,0,10.43,18.96,13.52326388888889
2014-10-27,0,8.44,17.02,12.110138888888889
2014-10-28,0,7.998,15.67,10.955541666666667
2014-10-29,0,7.827,16.14,11.223777777777778
2014-10-30,0,7.998,16.73,11.90075
2014-10-31,0,6.206,16.22,10.811736111111111
2014-11-01,0,6.512,15.84,10.529395833333334
2014-11-02,0,6.402,15.1,9.846465277777778
2014-11-03,0,6.679,14.01,9.842201388888888
2014-11-04,25.676,0.788,8.84,5.034465277777778
2014-11-05,0.392,-2.188,9.09,2.4961875
2014-11-06,0,-0.965,9.14,4.412659722222222
2014-11-07,0,5.595,16.65,10.844930555555555
2014-11-08,0.686,4.807,13.54,9.426013888888889
2014-11-09,5.782,0.054,9.14,4.040048611111112
2014-11-10,0,-3.033,6.736,1.8773680555555556
2014-11-11,17.248,1.962,8.26,5.053430555555556
2014-11-12,0,5.824,11.81,8.408208333333333
2014-11-13,0,6.632,11.44,9.043916666666666
2014-11-14,17.934,5.987,8.5,7.348618055555556
2014-11-15,0.098,1.739,12.28,6.526770833333333
2014-11-16,0,0.143,9.43,4.479118055555555
2014-11-17,0,3.638,16.65,9.46854861111111
2014-11-18,0,2.111,16.41,9.900375
2014-11-19,0,5.379,16,10.106097222222223
2014-11-20,0,7.48,17.06,11.929167832167833
2014-11-21,0,10.64,16.86,12.45736111111111
2014-11-22,3.136,7.378,16.73,12.29295138888889
2014-11-23,0.392,6.363,13.5,9.269243055555556
2014-11-24,0,6.395,13.23,9.154090277777778
2014-11-25,0,4.78,12.3,7.332013888888889
2014-11-26,0,1.657,10.65,5.767722222222222
2014-11-27,21.658,0.267,5.12,2.887451388888889
2014-11-28,44.002,0.784,4.225,2.5456666666666665
2014-11-29,7.056,1.263,8.08,3.024611111111111
2014-11-30,0.5880000000000001,1.894,8.89,4.469673611111111
2014-12-01,0,3.694,11.74,7.204875
2014-12-02,0.098,0.754,7.68,4.227715277777778
2014-12-03,0.196,-0.333,8.13,2.272713286713287
2014-12-04,0.098,-0.74,5.885,2.7274233576642337
2014-12-05,0,-1.95,5.68,1.2880416666666668
2014-12-06,0,-2.725,5.749,0.42575
2014-12-07,0,-3.275,5.477,1.080875
2014-12-08,0,0.652,12.45,5.9219236111111115
2014-12-09,0,-0.435,8.23,3.6682638888888888
2014-12-10,0.196,-2.086,10.49,2.802201388888889
2014-12-11,0,4.102,14.08,7.950138888888889
2014-12-12,0,3.121,14.35,8.288784722222223
2014-12-13,0.196,1.827,6.326,4.058798611111111
2014-12-14,0.098,-2.133,3.36,0.41034027777777776
2014-12-15,0,-0.874,6.428,1.7525069444444445
2014-12-16,0,-0.4,8.09,3.4418125
2014-12-17,0,0.415,10.35,4.955479166666667
2014-12-18,0,4.51,17.29,10.147159722222222
2014-12-19,0,6.3,16.52,10.7185
2014-12-20,0,5.561,16.31,10.795159722222222
2014-12-21,0,3.26,11.26,6.3183541666666665
2014-12-22,0,3.063,9.89,6.0793888888888885
2014-12-23,0,0.516,9.3,4.253340277777777
2014-12-24,0,0.694,9.92,4.814770833333333
2014-12-25,0,-0.845,10.05,3.7474097222222222
2014-12-26,0,-1.344,9.72,4.013381944444444
2014-12-27,0,1.909,11.64,6.196902777777778
2014-12-28,0,-0.231,10.38,5.7731958041958045
2014-12-29,0,-6.381,4.867,-1.1100625
2014-12-30,0,-6.786,3.136,-2.057625
2014-12-31,0,-4.078,9.97,3.3065972222222224
2015-01-01,0,-0.494,7.41,3.5038125
2015-01-02,0,2.01,11.3,5.8899791666666665
2015-01-03,0,3.32,13.13,7.609298611111111
2015-01-04,0,4.712,15.05,9.207770833333333
2015-01-05,0,3.675,12.72,7.323951388888889
2015-01-06,0,1.501,9.69,4.7016875
2015-01-07,0,-1.047,7.616,3.1597013888888887
2015-01-08,0,0.047,10.39,5.065972222222222
2015-01-09,0,2.825,13.22,7.956013888888889
2015-01-10,0,5.731,15.09,9.552131944444444
2015-01-11,0,5.222,15.7,10.493083333333333
2015-01-12,0,5.112,10.2,7.319388888888889
2015-01-13,0,5.351,13.71,8.6246875
2015-01-14,0,4.903,11.74,7.3376875
2015-01-15,0,3.049,10.86,6.3102986111111115
2015-01-16,0,-3.708,4.704,1.1961736111111112
2015-01-17,0,-5.573,4.12,-1.7331388888888888
2015-01-18,0,-3.874,0.133,-1.2957777777777777
2015-01-19,0,-3.717,4.227,-0.3434375
2015-01-20,0,-5.2,3.612,-2.156375
2015-01-21,0,-5.449,5.308,-1.9353888888888888
2015-01-22,0,-4.328,-0.719,-2.7638194444444446
2015-01-23,0,-4.19,6.36,-0.4633125
2015-01-24,0,-4.01,9.18,1.8617916666666667
2015-01-25,0,0.139,11.47,5.290895833333334
2015-01-26,0,2.472,10.79,5.596555555555556
2015-01-27,0,1.705,11.57,5.913402777777778
2015-01-28,0,2.152,10.82,6.3094375
2015-01-29,0,2.52,12.54,7.763145833333334
2015-01-30,188.946,5.953,10.23,7.794590277777778
2015-01-31,19.502,-3.009,6.564,1.9755763888888889
2015-02-01,0,-4.418,2.09,-1.9317152777777777
2015-02-02,0,-5.132,5.746,0.12300000000000003
2015-02-03,37.632,-1.216,8.58,3.6233055555555556
2015-02-04,0,-7.205,-0.333,-4.369847222222222
2015-02-05,0,-9.27,1.032,-4.698416666666667
2015-02-06,0,-7.85,0.672,-4.1270694444444445
2015-02-07,0,-7.37,0.734,-3.8797916666666667
2015-02-08,0,-4.736,0.113,-2.569486111111111
2015-02-09,0,-1.95,5.305,1.2952291666666667
2015-02-10,0,-1.447,4.086,0.7018819444444444
2015-02-11,0,-1.61,7.226,2.266986111111111
2015-02-12,0,-1.012,3.611,0.8123958333333333
2015-02-13,0,-1.583,6.224,1.4953125
2015-02-14,0,-0.702,8.36,3.296201388888889
2015-02-15,3.43,0.992,8.86,3.5673472222222222
2015-02-16,0,0.584,10.72,4.489888888888889
2015-02-17,0,-1.25,2.882,0.6160486111111111
2015-02-18,0.392,-0.85,6.965,2.3613958333333334
2015-02-19,0,-0.876,6.687,2.093840277777778
2015-02-20,0,-2.697,6.022,0.4515138888888889
2015-02-21,1.078,-2.052,9.23,3.9858402777777777
2015-02-22,0,3.896,10.96,6.686826388888889
2015-02-23,9.408,3.796,15.5,9.260472222222223
2015-02-24,4.704,0.143,8.36,5.174888888888889
2015-02-25,0,-0.129,9.41,4.496375
2015-02-26,0,3.401,12.52,7.819152777777778
2015-02-27,0,3.083,12.24,7.903479166666667
2015-02-28,0,2.064,11.54,6.279701388888889
2015-03-01,0,3.49,13.33,8.041402777777778
2015-03-02,0,7.582,17.93,12.874673611111112
2015-03-03,0,8.57,17.94,12.638194444444444
2015-03-04,0,4.299,16.44,10.434791666666667
2015-03-05,0,-2.562,5.968,1.463875
2015-03-06,0,0.623,10.75,4.572743055555556
2015-03-07,0,2.588,15.43,9.440083333333334
2015-03-08,0,4.95,15.57,9.607979166666667
2015-03-09,0,5.252,12.42,8.327562499999999
2015-03-10,0,4.78,15.8,9.897506944444444
2015-03-11,0,6.233,17.76,11.76473611111111
2015-03-12,0,8.16,17.19,12.050902777777777
2015-03-13,0,3.728,12.72,8.601534722222222
2015-03-14,0,1.487,8.5,4.570798611111111
2015-03-15,0,-1.589,6.292,1.1952083333333334
2015-03-16,0,-1.78,6.495,2.2732152777777777
2015-03-17,0,-0.978,7.939,3.161298611111111
2015-03-18,0,-1.046,2.404,0.6714305555555555
2015-03-19,0,-0.602,7.098,3.3537291666666667
2015-03-20,0,0.149,6.869,2.576236111111111
2015-03-21,0,-0.446,5.308,1.2365972222222221
2015-03-22,0,0.006,4.092,1.8324722222222223
2015-03-23,0,0.109,8.79,2.8366875
2015-03-24,0,-1.148,3.475,0.40129166666666666
2015-03-25,0.686,-4.078,7.294,0.8397916666666666
2015-03-26,0,-4.18,10.41,3.0368194444444443
2015-03-27,0,4.301,14.17,9.539270833333333
2015-03-28,0,6.502,18.95,12.907736111111111
2015-03-29,0,8.53,18.82,13.670277777777779
2015-03-30,0,8.53,20.91,14.64263888888889
2015-03-31,0,10.06,20.23,15.495625
2015-04-01,0,9.72,19.63,14.675902777777777
2015-04-02,0,7.247,16.58,11.939569444444444
2015-04-03,0,8.7,17.19,12.527430555555556
2015-04-04,0,6.971,17.23,11.85176388888889
2015-04-05,0,5.187,18.03,10.531986111111111
2015-04-06,0,4.909,12.25,7.940118055555556
2015-04-07,0,3.456,9.08,6.291805555555555
2015-04-08,0.196,5.681,12.89,9.281833333333333
2015-04-09,0.196,2.334,11.13,6.4133125
2015-04-10,0,4.913,15.19,9.606791666666666
2015-04-11,0.196,2.947,9.14,4.983555555555555
2015-04-12,0,2.234,11.84,7.6395625
2015-04-13,0,8.94,16.61,12.981458333333332
2015-04-14,0,10.38,19.32,15.506666666666666
2015-04-15,0,5.036,13.54,7.704645833333333
2015-04-16,0,3.523,11.91,6.686180555555556
2015-04-17,0,4.509,15.36,9.131265734265734
2015-04-18,0,5.287,14.55,10.421611111111112
2015-04-19,0,5.561,14.89,10.772034722222223
2015-04-20,0,5.052,13.84,8.956416666666666
2015-04-21,0,7.657,16.34,12.050784722222222
2015-04-22,0,7.853,18.85,12.854833333333334
2015-04-23,0,6.368,19.36,12.964340277777778
2015-04-24,0,7.514,18.65,13.391305555555556
2015-04-25,0,8.83,14.15,12.050069444444444
2015-04-26,1.666,3.252,11.69,7.476416666666666
2015-04-27,1.47,2.709,13.26,7.632701388888889
2015-04-28,0,3.252,12.76,8.220298611111112
2015-04-29,0.294,5.222,16.04,10.614590277777777
2015-04-30,0,6.773,17.73,12.1414375
2015-05-01,0,9.48,20.88,14.894930555555556
2015-05-02,0,12.2,24.17,18.068402777777777
2015-05-03,0,16.73,25.46,20.60361111111111
2015-05-04,0,15.84,22.82,19.04222222222222
2015-05-05,0,9.45,16.82,14.034930555555556
2015-05-06,0,7.209,18.99,13.172055555555556
2015-05-07,0,10.36,23.22,16.607569444444444
2015-05-08,0,11.52,20.18,15.73826388888889
2015-05-09,0,9.72,20.28,14.894444444444444
2015-05-10,0,12.33,22.58,18.063958333333332
2015-05-11,0,13.93,25.02,19.468333333333334
2015-05-12,0,13.76,25.69,20.041180555555556
2015-05-13,0,17.3,26.88,21.564375
2015-05-14,0,17.98,28.44,22.814444444444444
2015-05-15,0,9.18,20.49,16.311805555555555
2015-05-16,0,6.133,18.21,12.432118055555556
2015-05-17,0,6.952,18.48,13.414993055555556
2015-05-18,0.98,11.35,20.89,16.01486111111111
2015-05-19,0,8.29,21.26,15.387083333333333
2015-05-20,17.64,5.282,11.48,7.907868055555555
2015-05-21,0.196,3.66,11.16,6.548180555555556
2015-05-22,0.098,3.83,12.45,7.579513888888889
2015-05-23,0.686,4.067,14.52,8.45029861111111
2015-05-24,0,3.588,10.43,6.785881944444444
2015-05-25,0,3.626,9.72,6.713395833333333
2015-05-26,0,4.644,17.06,10.696701388888888
2015-05-27,0,7.959,17.87,12.824618055555556
2015-05-28,0,9.08,19.06,14.125902777777778
2015-05-29,0.098,10.2,19.57,14.450555555555555
2015-05-30,1.568,9.31,20.31,13.250347222222222
2015-05-31,1.372,9.21,20.07,14.511180555555555
2015-06-01,6.076,9.38,16.96,11.513472222222223
2015-06-02,0,8.4,19.4,14.032013888888889
2015-06-03,0,9.58,19.94,15.042847222222223
2015-06-04,0,8.23,18.85,13.825
2015-06-05,0,8.7,20.68,14.948958333333334
2015-06-06,0,10.3,21.12,15.476597222222223
2015-06-07,0,10.67,20.75,15.063263888888889
2015-06-08,0,9.79,21.06,15.125416666666666
2015-06-09,0,10.4,21.53,15.294236111111111
2015-06-10,0,9.31,19.74,14.38625
2015-06-11,0,9.48,18.62,13.132708333333333
2015-06-12,0,7.419,17.94,12.278256944444445
2015-06-13,0,6.743,15.98,10.307701388888889
2015-06-14,0,3.015,14.69,8.748798611111111
2015-06-15,2.94,4.678,13.06,8.683319444444445
2015-06-16,0,3.661,16.34,9.96725
2015-06-17,0.098,6.979,19.23,12.805305555555556
2015-06-18,0,7.684,19.09,13.43975
2015-06-19,0,8.8,21.52,15.435277777777777
2015-06-20,0,12.57,23.03,17.72361111111111
2015-06-21,0,13.62,23.59,18.63458333333333
2015-06-22,0,11.76,24.07,17.958680555555556
2015-06-23,0,9.48,22.55,16.09861111111111
2015-06-24,0,9.99,21.91,15.425555555555556
2015-06-25,10.094,10.06,20.96,15.241805555555555
2015-06-26,0,13.28,22.81,17.98
2015-06-27,0,13.89,24.74,19.44590277777778
2015-06-28,0,15.42,28.95,21.820486111111112
2015-06-29,0,17.11,28.48,22.683888888888887
2015-06-30,0,18.12,27.93,22.64902777777778
2015-07-01,0,17.88,29.43,23.18451388888889
2015-07-02,0,17.81,26.58,21.823680555555555
2015-07-03,0,19,27.87,23.444930555555555
2015-07-04,0,19.71,29.73,24.499305555555555
2015-07-05,0,19.03,29.56,24.241527777777776
2015-07-06,0,19.27,29.17,24.063402777777778
2015-07-07,0,18.6,30.81,24.11347222222222
2015-07-08,0,17.62,29.9,23.687430555555554
2015-07-09,0,19.04,29.49,24.152708333333333
2015-07-10,0,17.39,29.46,23.73409722222222
2015-07-11,0,16.34,28.24,22.053402777777777
2015-07-12,0,15.63,27.83,22.184652777777778
2015-07-13,0,16.27,27.7,22.266805555555557
2015-07-14,0,17.25,27.37,22.180069444444445
2015-07-15,0,16.94,28.27,22.21576388888889
2015-07-16,0,17.02,27.47,22.156875
2015-07-17,0,17.1,27.71,21.75576388888889
2015-07-18,0,15.63,26.15,21.18263888888889
2015-07-19,0,15.18,26.21,20.85048611111111
2015-07-20,0,15.35,27.36,21.513194444444444
2015-07-21,0,15.59,27.94,22.74388888888889
2015-07-22,0,16.71,28.41,22.982083333333332
2015-07-23,0,15.22,25.98,20.453333333333333
2015-07-24,0,15.83,27.06,21.309375
2015-07-25,0,14.54,26.92,20.191319444444446
2015-07-26,0,14.68,26.62,20.71125
2015-07-27,0,16.54,30.07,24.027361111111112
2015-07-28,0,20.87,30.88,26.015833333333333
2015-07-29,0,19.61,30.75,24.76263888888889
2015-07-30,0,15.35,27.16,21.59125
2015-07-31,0,13.28,23.16,18.710625
2015-08-01,0,11.15,24.35,17.728125
2015-08-02,0,13.83,27.39,20.725416666666668
2015-08-03,0,17.48,30.48,23.89034722222222
2015-08-04,0,16.66,30.17,23.508125
2015-08-05,0,17.79,31.56,24.343263888888888
2015-08-06,0,19.1,30.88,24.65833333333333
2015-08-07,0,17.71,31.53,23.872867132867132
2015-08-08,2.3520000000000003,14.93,24.35,19.76298611111111
2015-08-09,0,16.44,26.62,20.549375
2015-08-10,0.6859999999999999,16.16,25.67,20.768958333333334
2015-08-11,0,17.51,28,22.00486111111111
2015-08-12,0,19.58,28.51,23.438333333333333
2015-08-13,0,15.65,25.3,21.177569444444444
